id_aluno,id_professor,aulas_bimestre,nota_p1_b1,nota_p2_b1,ativs_entregues_b1,ativs_total_b1,faltas_b1,nota_p1_b2,nota_p2_b2,ativs_entregues_b2,ativs_total_b2,faltas_b2,nota_p1_b3,nota_p2_b3,ativs_entregues_b3,ativs_total_b3,faltas_b3,nota_p1_b4,nota_p2_b4,ativs_entregues_b4,ativs_total_b4,faltas_b4,disciplina,media_b1,taxa_atividades_b1,media_b2,taxa_atividades_b2,media_b3,taxa_atividades_b3,media_b4,taxa_atividades_b4,media_anual,total_faltas,frequencia_anual,total_ativs_entregues,total_ativs,taxa_atividades_anual,situacao,matricula,nome,turma,serie,genero,data_nascimento,disciplina_key,faixa_desempenho,nivel_saeb_est
20240078,P001,60,7.5,8.3,10,10,5,8.0,7.6,10,10,2,6.4,7.9,8,10,3,9.6,9.0,8,10,1,Matemática,7.9,1.0,7.8,1.0,7.15,0.8,9.3,0.8,8.04,11,0.9542,36,40,0.9,Aprovado,20240078,Giovana Melo,1ºB,1º Ano,F,2009-02-17,matematica,Adequado,8
20240079,P001,60,9.3,6.8,8,10,1,6.2,7.2,8,10,3,7.4,8.7,10,10,5,5.3,9.2,8,10,0,Matemática,8.05,0.8,6.7,0.8,8.05,1.0,7.25,0.8,7.51,9,0.9625,34,40,0.85,Aprovado,20240079,Gabriel Araújo,1ºB,1º Ano,M,2007-09-18,matematica,Adequado,7
20240080,P001,60,7.2,6.9,6,10,3,6.2,5.4,6,10,10,8.4,7.5,8,10,5,5.8,5.8,9,10,12,Matemática,7.05,0.6,5.8,0.6,7.95,0.8,5.8,0.9,6.65,30,0.875,29,40,0.725,Aprovado,20240080,Diego Barros,1ºB,1º Ano,M,2009-09-01,matematica,Básico,6
20240081,P001,60,7.0,9.4,8,10,3,7.1,5.6,10,10,0,7.1,7.1,9,10,1,4.1,7.3,8,10,1,Matemática,8.2,0.8,6.35,1.0,7.1,0.9,5.7,0.8,6.84,5,0.9792,35,40,0.875,Aprovado,20240081,Kamila Barbosa,1ºB,1º Ano,F,2008-01-21,matematica,Básico,6
20240082,P001,60,7.1,8.2,8,10,0,9.6,8.7,10,10,0,7.1,6.1,8,10,4,10.0,7.5,8,10,1,Matemática,7.65,0.8,9.15,1.0,6.6,0.8,8.75,0.8,8.04,5,0.9792,34,40,0.85,Aprovado,20240082,Beatriz Cardoso,1ºB,1º Ano,F,2008-05-24,matematica,Adequado,8
20240083,P001,60,7.4,7.4,7,10,7,7.6,7.2,9,10,7,6.7,6.7,9,10,10,7.3,6.7,5,10,9,Matemática,7.4,0.7,7.4,0.9,6.7,0.9,7.0,0.5,7.12,33,0.8625,30,40,0.75,Aprovado,20240083,Daniela Gomes,1ºB,1º Ano,F,2007-06-08,matematica,Adequado,7
20240084,P001,60,6.5,7.5,6,10,14,7.1,9.2,5,10,9,4.2,8.7,6,10,12,8.9,4.9,5,10,15,Matemática,7.0,0.6,8.15,0.5,6.45,0.6,6.9,0.5,7.12,50,0.7917,22,40,0.55,Aprovado,20240084,Davi Pereira,1ºB,1º Ano,M,2009-02-25,matematica,Adequado,7
20240085,P001,60,7.0,6.9,2,10,20,5.7,6.4,7,10,20,6.0,9.5,4,10,16,8.5,8.9,3,10,10,Matemática,6.95,0.2,6.05,0.7,7.75,0.4,8.7,0.3,7.36,66,0.725,16,40,0.4,Reprovado,20240085,Nicolas Nunes,1ºB,1º Ano,M,2008-03-02,matematica,Adequado,7
20240086,P001,60,8.2,6.0,8,10,5,6.8,8.0,8,10,10,5.9,8.2,9,10,8,7.1,6.9,5,10,8,Matemática,7.1,0.8,7.4,0.8,7.05,0.9,7.0,0.5,7.14,31,0.8708,30,40,0.75,Aprovado,20240086,Mirela Rodrigues,1ºB,1º Ano,F,2008-11-06,matematica,Adequado,7
20240087,P001,60,8.2,7.9,3,10,14,6.9,8.8,2,10,14,6.1,8.1,4,10,9,8.1,7.0,3,10,16,Matemática,8.05,0.3,7.85,0.2,7.1,0.4,7.55,0.3,7.64,53,0.7792,12,40,0.3,Aprovado,20240087,Henrique Souza,1ºB,1º Ano,M,2009-08-23,matematica,Adequado,7
20240088,P001,60,7.8,5.9,10,10,4,8.5,7.2,8,10,2,6.8,8.6,10,10,5,6.5,5.7,10,10,2,Matemática,6.85,1.0,7.85,0.8,7.7,1.0,6.1,1.0,7.12,13,0.9458,38,40,0.95,Aprovado,20240088,Helena Carvalho,1ºB,1º Ano,F,2007-03-03,matematica,Adequado,7
20240089,P001,60,5.5,8.1,9,10,3,5.8,9.5,6,10,7,4.9,9.4,9,10,7,7.6,7.3,5,10,3,Matemática,6.8,0.9,7.65,0.6,7.15,0.9,7.45,0.5,7.26,20,0.9167,29,40,0.725,Aprovado,20240089,Felipe Silva,1ºB,1º Ano,M,2008-01-10,matematica,Adequado,7
20240090,P001,60,6.7,7.9,9,10,10,7.3,8.7,5,10,11,7.5,7.6,5,10,10,6.9,7.3,6,10,6,Matemática,7.3,0.9,8.0,0.5,7.55,0.5,7.1,0.6,7.49,37,0.8458,25,40,0.625,Aprovado,20240090,Cecília Souza,1ºB,1º Ano,F,2007-01-11,matematica,Adequado,7
20240091,P001,60,8.6,6.1,9,10,2,6.6,9.1,10,10,2,8.4,8.0,9,10,0,8.2,8.6,8,10,3,Matemática,7.35,0.9,7.85,1.0,8.2,0.9,8.4,0.8,7.95,7,0.9708,36,40,0.9,Aprovado,20240091,Bernardo Cardoso,1ºC,1º Ano,M,2009-07-27,matematica,Adequado,8
20240092,P001,60,7.6,7.3,9,10,8,8.4,7.0,8,10,12,8.7,6.2,6,10,10,9.4,8.8,8,10,12,Matemática,7.45,0.9,7.7,0.8,7.45,0.6,9.1,0.8,7.93,42,0.825,31,40,0.775,Aprovado,20240092,Marcos Pereira,1ºC,1º Ano,M,2008-01-25,matematica,Adequado,8
20240093,P001,60,8.5,9.4,5,10,12,10.0,9.4,9,10,12,6.0,6.7,8,10,7,7.5,8.2,9,10,12,Matemática,8.95,0.5,9.7,0.9,6.35,0.8,7.85,0.9,8.21,43,0.8208,31,40,0.775,Aprovado,20240093,Bruno Gomes,1ºC,1º Ano,M,2008-06-28,matematica,Adequado,8
20240094,P001,60,8.8,7.3,5,10,3,8.4,7.3,6,10,3,7.5,6.5,8,10,9,7.1,6.6,8,10,11,Matemática,8.05,0.5,7.85,0.6,7.0,0.8,6.85,0.8,7.44,26,0.8917,27,40,0.675,Aprovado,20240094,Ivan Moreira,1ºC,1º Ano,M,2009-06-09,matematica,Adequado,7
20240095,P001,60,7.0,9.5,2,10,18,7.1,10.0,5,10,20,8.8,8.4,6,10,14,7.2,9.0,3,10,19,Matemática,8.25,0.2,8.55,0.5,8.6,0.6,8.1,0.3,8.38,71,0.7042,16,40,0.4,Reprovado,20240095,Ana Gomes,1ºC,1º Ano,F,2008-07-13,matematica,Adequado,8
20240096,P001,60,7.5,8.3,2,10,13,10.0,8.1,4,10,20,9.6,7.4,2,10,18,8.2,10.0,5,10,8,Matemática,7.9,0.2,9.05,0.4,8.5,0.2,9.1,0.5,8.64,59,0.7542,13,40,0.325,Aprovado,20240096,Gabriel Moreira,1ºC,1º Ano,M,2008-06-06,matematica,Avançado,9
20240097,P001,60,7.4,10.0,7,10,7,9.0,7.5,7,10,12,9.0,9.4,9,10,7,8.9,6.3,7,10,7,Matemática,8.7,0.7,8.25,0.7,9.2,0.9,7.6,0.7,8.44,33,0.8625,30,40,0.75,Aprovado,20240097,Aline Ferreira,1ºC,1º Ano,F,2008-06-26,matematica,Adequado,8
20240098,P001,60,7.3,7.9,10,10,1,8.1,8.9,9,10,0,8.4,6.6,9,10,3,8.7,8.9,9,10,5,Matemática,7.6,1.0,8.5,0.9,7.5,0.9,8.8,0.9,8.1,9,0.9625,37,40,0.925,Aprovado,20240098,Samuel Lima,1ºC,1º Ano,M,2007-12-14,matematica,Adequado,8
20240099,P001,60,8.9,9.5,3,10,16,9.2,8.8,5,10,20,8.1,6.2,5,10,13,8.7,8.4,5,10,17,Matemática,9.2,0.3,9.0,0.5,7.15,0.5,8.55,0.5,8.48,66,0.725,18,40,0.45,Reprovado,20240099,Beatriz Almeida,1ºC,1º Ano,F,2009-03-18,matematica,Adequado,8
20240100,P001,60,8.5,6.7,7,10,11,6.9,9.5,5,10,3,8.2,9.0,7,10,6,8.2,8.2,6,10,12,Matemática,7.6,0.7,8.2,0.5,8.6,0.7,8.2,0.6,8.15,32,0.8667,25,40,0.625,Aprovado,20240100,Sabrina Melo,1ºC,1º Ano,F,2007-02-11,matematica,Adequado,8
20240101,P001,60,9.3,7.6,6,10,18,8.3,7.6,7,10,9,7.7,7.8,3,10,12,8.5,7.6,3,10,12,Matemática,8.45,0.6,7.95,0.7,7.75,0.3,8.05,0.3,8.05,51,0.7875,19,40,0.475,Aprovado,20240101,Nicolas Almeida,1ºC,1º Ano,M,2008-08-20,matematica,Adequado,8
20240102,P001,60,9.7,7.1,5,10,10,8.0,7.7,7,10,10,9.9,8.4,5,10,10,9.4,6.4,7,10,9,Matemática,8.4,0.5,7.85,0.7,9.15,0.5,7.9,0.7,8.32,39,0.8375,24,40,0.6,Aprovado,20240102,Gustavo Pereira,1ºC,1º Ano,M,2007-12-15,matematica,Adequado,8
20240103,P001,60,8.5,9.3,10,10,3,8.3,9.5,8,10,3,7.6,9.9,8,10,5,10.0,7.8,8,10,1,Matemática,8.9,1.0,8.9,0.8,8.75,0.8,8.9,0.8,8.86,12,0.95,34,40,0.85,Aprovado,20240103,Giovana Farias,1ºC,1º Ano,F,2007-12-28,matematica,Avançado,9
20240104,P001,60,7.7,9.9,7,10,4,10.0,7.6,6,10,3,7.7,7.9,7,10,11,6.6,7.1,5,10,3,Matemática,8.8,0.7,8.8,0.6,7.8,0.7,6.85,0.5,8.06,21,0.9125,25,40,0.625,Aprovado,20240104,Gabriel Ferreira,1ºC,1º Ano,M,2009-07-09,matematica,Adequado,8
20240105,P001,60,7.0,7.3,8,10,11,8.2,8.5,5,10,6,10.0,7.0,5,10,12,9.4,7.9,5,10,7,Matemática,7.15,0.8,8.35,0.5,8.5,0.5,8.65,0.5,8.16,36,0.85,23,40,0.575,Aprovado,20240105,Fábio Araújo,1ºC,1º Ano,M,2007-02-22,matematica,Adequado,8
20240106,P001,60,8.1,9.0,9,10,10,6.9,8.7,7,10,9,8.4,8.8,5,10,6,8.5,10.0,6,10,9,Matemática,8.55,0.9,7.8,0.7,8.6,0.5,9.25,0.6,8.55,34,0.8583,27,40,0.675,Aprovado,20240106,Rafael Teixeira,1ºC,1º Ano,M,2008-09-26,matematica,Avançado,9
20240107,P001,60,7.4,7.6,9,10,4,7.5,7.5,6,10,3,7.4,9.6,6,10,10,9.9,7.5,9,10,5,Matemática,7.5,0.9,7.5,0.6,8.5,0.6,8.7,0.9,8.05,22,0.9083,30,40,0.75,Aprovado,20240107,André Teixeira,1ºC,1º Ano,M,2007-01-05,matematica,Adequado,8
20240108,P001,60,7.2,8.8,7,10,7,7.5,9.0,9,10,4,8.4,6.4,7,10,6,10.0,10.0,8,10,10,Matemática,8.0,0.7,8.25,0.9,7.4,0.7,10.0,0.8,8.41,27,0.8875,31,40,0.775,Aprovado,20240108,Leandro Costa,1ºC,1º Ano,M,2009-08-02,matematica,Adequado,8
20240109,P001,60,7.5,7.7,8,10,3,8.5,8.6,8,10,0,9.0,10.0,9,10,0,8.0,7.2,9,10,4,Matemática,7.6,0.8,8.55,0.8,9.5,0.9,7.6,0.9,8.31,7,0.9708,34,40,0.85,Aprovado,20240109,Larissa Martins,1ºC,1º Ano,F,2007-11-12,matematica,Adequado,8
20240110,P001,60,6.5,7.3,10,10,1,8.2,10.0,9,10,0,7.6,8.5,10,10,5,8.2,9.6,10,10,1,Matemática,6.9,1.0,9.1,0.9,8.05,1.0,8.9,1.0,8.24,7,0.9708,39,40,0.975,Aprovado,20240110,Flávia Melo,1ºC,1º Ano,F,2009-01-20,matematica,Adequado,8
20240111,P001,60,10.0,7.6,7,10,6,7.6,9.5,5,10,12,9.0,10.0,5,10,11,8.9,7.8,8,10,4,Matemática,8.8,0.7,8.55,0.5,9.5,0.5,8.35,0.8,8.8,33,0.8625,25,40,0.625,Aprovado,20240111,Flávia Carvalho,1ºC,1º Ano,F,2008-06-12,matematica,Avançado,9
20240112,P001,60,8.9,9.5,6,10,6,9.2,8.8,6,10,7,9.5,9.6,8,10,10,9.9,9.0,8,10,8,Matemática,9.2,0.6,9.0,0.6,9.55,0.8,9.45,0.8,9.3,31,0.8708,28,40,0.7,Aprovado,20240112,Beatriz Lima,1ºC,1º Ano,F,2007-10-05,matematica,Avançado,9
20240113,P001,60,8.0,8.4,4,10,20,9.6,7.2,7,10,13,8.6,7.7,6,10,15,8.2,9.7,4,10,10,Matemática,8.2,0.4,8.4,0.7,8.15,0.6,8.95,0.4,8.43,58,0.7583,21,40,0.525,Aprovado,20240113,Vitor Monteiro,1ºC,1º Ano,M,2008-06-21,matematica,Adequado,8
20240114,P001,60,8.4,8.3,8,10,5,6.6,9.1,9,10,3,9.0,10.0,10,10,3,7.8,8.5,8,10,3,Matemática,8.35,0.8,7.85,0.9,9.5,1.0,8.15,0.8,8.46,14,0.9417,35,40,0.875,Aprovado,20240114,Jéssica Moreira,1ºC,1º Ano,F,2007-01-24,matematica,Adequado,8
20240115,P001,60,8.5,10.0,8,10,3,8.1,8.5,9,10,1,8.9,8.4,10,10,1,7.7,8.4,10,10,5,Matemática,9.25,0.8,8.3,0.9,8.65,1.0,8.05,1.0,8.56,10,0.9583,37,40,0.925,Aprovado,20240115,Patricia Monteiro,1ºC,1º Ano,F,2009-07-18,matematica,Avançado,9
20240116,P001,60,9.5,7.0,4,10,15,8.4,7.4,7,10,10,9.6,6.4,3,10,10,7.5,8.7,2,10,19,Matemática,8.25,0.4,7.9,0.7,8.0,0.3,8.1,0.2,8.06,54,0.775,16,40,0.4,Aprovado,20240116,Aline Silva,1ºC,1º Ano,F,2008-12-15,matematica,Adequado,8
20240117,P001,60,10.0,8.1,7,10,11,7.5,10.0,7,10,10,6.5,5.6,8,10,7,8.7,7.6,9,10,5,Matemática,9.05,0.7,8.75,0.7,6.05,0.8,8.15,0.9,8.0,33,0.8625,31,40,0.775,Aprovado,20240117,Jéssica Barbosa,1ºC,1º Ano,F,2009-05-23,matematica,Adequado,8
20240118,P001,60,7.0,9.1,4,10,9,8.5,7.5,6,10,11,6.7,9.2,7,10,18,9.0,8.1,7,10,8,Matemática,8.05,0.4,8.0,0.6,7.95,0.7,8.55,0.7,8.14,46,0.8083,24,40,0.6,Aprovado,20240118,Alexandre Teixeira,1ºC,1º Ano,M,2008-04-04,matematica,Adequado,8
20240119,P001,60,10.0,6.9,7,10,7,6.4,7.4,8,10,10,8.1,8.5,8,10,9,7.9,8.6,9,10,10,Matemática,8.45,0.7,6.9,0.8,8.3,0.8,8.25,0.9,7.98,36,0.85,32,40,0.8,Aprovado,20240119,Rafaela Teixeira,1ºC,1º Ano,F,2007-08-06,matematica,Adequado,8
20240120,P001,60,6.7,9.9,3,10,14,8.1,9.5,5,10,16,8.6,8.7,2,10,8,8.9,8.7,5,10,12,Matemática,8.3,0.3,8.8,0.5,8.65,0.2,8.8,0.5,8.64,50,0.7917,15,40,0.375,Aprovado,20240120,Nathan Souza,1ºC,1º Ano,M,2008-02-26,matematica,Avançado,9
20240121,P001,60,9.0,9.8,10,10,4,8.4,9.1,9,10,0,8.1,9.9,8,10,5,7.4,10.0,10,10,2,Matemática,9.4,1.0,8.75,0.9,9.0,0.8,8.7,1.0,8.96,11,0.9542,37,40,0.925,Aprovado,20240121,Gustavo Ferreira,1ºC,1º Ano,M,2008-11-12,matematica,Avançado,9
20240122,P001,60,8.2,6.5,6,10,12,8.4,7.4,7,10,7,9.2,7.4,5,10,5,7.7,5.9,5,10,5,Matemática,7.35,0.6,7.9,0.7,8.3,0.5,6.8,0.5,7.59,29,0.8792,23,40,0.575,Aprovado,20240122,Pedro Nascimento,1ºC,1º Ano,M,2009-09-10,matematica,Adequado,7
20240123,P001,60,7.7,5.3,10,10,4,6.3,9.1,9,10,0,9.1,8.7,8,10,2,7.0,8.1,9,10,1,Matemática,6.5,1.0,7.7,0.9,8.9,0.8,7.55,0.9,7.66,7,0.9708,36,40,0.9,Aprovado,20240123,Thiago Nunes,1ºC,1º Ano,M,2007-12-23,matematica,Adequado,7
20240124,P001,60,8.2,6.8,8,10,3,10.0,9.3,8,10,0,7.9,8.2,8,10,1,8.5,5.7,8,10,2,Matemática,7.5,0.8,9.65,0.8,8.05,0.8,7.1,0.8,8.07,6,0.975,32,40,0.8,Aprovado,20240124,Leandro Nunes,1ºC,1º Ano,M,2009-03-26,matematica,Adequado,8
20240125,P001,60,7.9,7.4,3,10,16,7.0,7.9,6,10,11,10.0,9.0,5,10,13,7.5,8.9,3,10,16,Matemática,7.65,0.3,7.45,0.6,9.5,0.5,8.2,0.3,8.2,56,0.7667,17,40,0.425,Aprovado,20240125,Daniela Souza,1ºC,1º Ano,F,2007-02-07,matematica,Adequado,8
20240126,P001,60,9.9,9.3,5,10,10,8.3,7.4,6,10,10,9.0,8.7,8,10,4,9.3,9.0,8,10,4,Matemática,9.6,0.5,7.85,0.6,8.85,0.8,9.15,0.8,8.86,28,0.8833,27,40,0.675,Aprovado,20240126,Bernardo Araújo,1ºC,1º Ano,M,2007-08-01,matematica,Avançado,9
20240127,P001,60,9.5,7.6,5,10,12,9.8,8.4,7,10,6,10.0,7.4,8,10,9,10.0,8.4,7,10,9,Matemática,8.55,0.5,9.1,0.7,8.7,0.8,9.2,0.7,8.89,36,0.85,27,40,0.675,Aprovado,20240127,Gabriela Monteiro,1ºC,1º Ano,F,2009-06-15,matematica,Avançado,9
20240128,P001,60,7.4,7.6,5,10,10,7.8,8.7,5,10,3,8.8,7.5,8,10,5,8.2,10.0,9,10,4,Matemática,7.5,0.5,8.25,0.5,8.15,0.8,9.1,0.9,8.25,22,0.9083,27,40,0.675,Aprovado,20240128,Bernardo Nunes,1ºC,1º Ano,M,2009-03-20,matematica,Adequado,8
20240129,P001,60,10.0,8.7,6,10,16,8.2,8.3,5,10,14,8.9,7.0,5,10,15,7.9,6.2,6,10,18,Matemática,9.35,0.6,8.25,0.5,7.95,0.5,7.05,0.6,8.15,63,0.7375,22,40,0.55,Reprovado,20240129,Igor Costa,1ºC,1º Ano,M,2007-05-13,matematica,Adequado,8
20240130,P001,60,8.7,9.0,9,10,10,7.6,10.0,5,10,8,6.7,6.4,5,10,12,8.5,9.5,8,10,8,Matemática,8.85,0.9,8.8,0.5,6.55,0.5,9.0,0.8,8.3,38,0.8417,27,40,0.675,Aprovado,20240130,Marcos Moreira,1ºC,1º Ano,M,2009-08-17,matematica,Adequado,8
20240131,P001,60,10.0,7.6,7,10,4,9.5,8.2,9,10,9,8.0,9.3,7,10,3,9.0,6.3,6,10,4,Matemática,8.8,0.7,8.85,0.9,8.65,0.7,7.65,0.6,8.49,20,0.9167,29,40,0.725,Aprovado,20240131,Sabrina Santos,1ºC,1º Ano,F,2008-10-03,matematica,Adequado,8
20240132,P001,60,10.0,9.9,8,10,8,7.4,8.7,6,10,11,8.8,8.5,9,10,6,7.5,7.4,7,10,8,Matemática,9.95,0.8,8.05,0.6,8.65,0.9,7.45,0.7,8.52,33,0.8625,30,40,0.75,Aprovado,20240132,Letícia Nunes,1ºC,1º Ano,F,2008-11-03,matematica,Avançado,9
20240133,P001,60,8.2,9.6,9,10,2,8.9,7.8,8,10,4,9.1,4.8,9,10,5,9.6,6.1,10,10,5,Matemática,8.9,0.9,8.35,0.8,6.95,0.9,7.85,1.0,8.01,16,0.9333,36,40,0.9,Aprovado,20240133,Ingrid Martins,1ºC,1º Ano,F,2009-09-12,matematica,Adequado,8
20240134,P001,60,7.8,6.9,9,10,3,6.6,9.6,9,10,1,7.6,8.6,9,10,2,8.1,8.8,9,10,0,Matemática,7.35,0.9,8.1,0.9,8.1,0.9,8.45,0.9,8.0,6,0.975,36,40,0.9,Aprovado,20240134,Cecília Pereira,1ºC,1º Ano,F,2009-11-19,matematica,Adequado,8
20240135,P001,60,8.3,6.7,2,10,8,9.4,7.6,5,10,9,6.3,7.7,7,10,16,10.0,9.2,4,10,9,Matemática,7.5,0.2,8.5,0.5,7.0,0.7,9.6,0.4,8.15,42,0.825,18,40,0.45,Aprovado,20240135,Carla Barbosa,1ºC,1º Ano,F,2007-07-17,matematica,Adequado,8
20240136,P001,60,6.6,6.6,6,10,9,6.6,9.5,9,10,7,7.4,7.5,8,10,11,8.2,7.3,7,10,5,Matemática,6.6,0.6,8.05,0.9,7.45,0.8,7.75,0.7,7.46,32,0.8667,30,40,0.75,Aprovado,20240136,Otávio Moreira,1ºD,1º Ano,M,2007-02-17,matematica,Adequado,7
20240137,P001,60,6.7,6.7,5,10,3,6.9,6.9,7,10,7,7.8,7.0,8,10,10,7.8,6.9,5,10,7,Matemática,6.7,0.5,6.9,0.7,7.4,0.8,7.35,0.5,7.09,27,0.8875,25,40,0.625,Aprovado,20240137,Eduarda Carvalho,1ºD,1º Ano,F,2007-03-11,matematica,Adequado,7
20240138,P001,60,7.1,4.6,7,10,20,8.1,7.4,4,10,14,8.2,3.5,5,10,13,9.5,6.8,3,10,18,Matemática,5.85,0.7,7.75,0.4,5.85,0.5,8.15,0.3,6.9,65,0.7292,19,40,0.475,Reprovado,20240138,Gustavo Barros,1ºD,1º Ano,M,2007-06-17,matematica,Básico,6
20240139,P001,60,8.3,5.7,9,10,8,7.7,5.7,9,10,5,6.2,9.3,7,10,5,6.7,7.2,8,10,4,Matemática,7.0,0.9,6.7,0.9,7.75,0.7,6.95,0.8,7.1,22,0.9083,33,40,0.825,Aprovado,20240139,Leandro Martins,1ºD,1º Ano,M,2007-05-07,matematica,Adequado,7
20240140,P001,60,8.0,7.6,5,10,3,7.2,7.4,6,10,10,9.9,6.9,7,10,12,7.2,8.2,9,10,3,Matemática,7.8,0.5,7.3,0.6,8.4,0.7,7.7,0.9,7.8,28,0.8833,27,40,0.675,Aprovado,20240140,Vitor Araújo,1ºD,1º Ano,M,2009-05-05,matematica,Adequado,8
20240141,P001,60,8.3,8.4,6,10,6,7.7,5.6,6,10,9,8.9,5.6,8,10,6,7.3,6.1,9,10,6,Matemática,8.35,0.6,6.65,0.6,7.25,0.8,6.7,0.9,7.24,27,0.8875,29,40,0.725,Aprovado,20240141,Alexandre Almeida,1ºD,1º Ano,M,2009-09-03,matematica,Adequado,7
20240142,P001,60,6.9,7.4,6,10,10,7.4,7.5,8,10,9,8.9,7.5,6,10,8,6.7,8.1,5,10,12,Matemática,7.15,0.6,7.45,0.8,8.2,0.6,7.4,0.5,7.55,39,0.8375,25,40,0.625,Aprovado,20240142,Fábio Santos,1ºD,1º Ano,M,2007-10-19,matematica,Adequado,7
20240143,P001,60,8.4,5.5,10,10,0,7.7,7.8,10,10,5,6.6,8.6,10,10,2,6.8,7.1,9,10,4,Matemática,6.95,1.0,7.75,1.0,7.6,1.0,6.95,0.9,7.31,11,0.9542,39,40,0.975,Aprovado,20240143,Rafaela Souza,1ºD,1º Ano,F,2009-10-24,matematica,Adequado,7
20240144,P001,60,6.8,7.0,8,10,11,5.7,5.2,6,10,7,8.9,6.0,8,10,3,5.8,4.4,5,10,5,Matemática,6.9,0.8,5.45,0.6,7.45,0.8,5.1,0.5,6.22,26,0.8917,27,40,0.675,Aprovado,20240144,Gabriel Oliveira,1ºD,1º Ano,M,2008-10-02,matematica,Básico,6
20240145,P001,60,6.2,5.4,9,10,7,8.9,8.2,9,10,11,6.1,9.7,7,10,4,8.1,6.6,5,10,12,Matemática,5.8,0.9,8.55,0.9,7.9,0.7,7.35,0.5,7.4,34,0.8583,30,40,0.75,Aprovado,20240145,Diego Cardoso,1ºD,1º Ano,M,2007-02-02,matematica,Adequado,7
20240146,P001,60,4.0,9.7,7,10,17,5.3,5.0,6,10,19,8.2,9.9,6,10,16,8.6,7.6,3,10,11,Matemática,6.85,0.7,5.15,0.6,9.05,0.6,8.1,0.3,7.29,63,0.7375,22,40,0.55,Reprovado,20240146,Bruno Teixeira,1ºD,1º Ano,M,2009-05-21,matematica,Adequado,7
20240147,P001,60,7.7,8.0,8,10,7,7.9,7.3,6,10,12,7.1,6.9,8,10,10,6.1,6.6,9,10,8,Matemática,7.85,0.8,7.6,0.6,7.0,0.8,6.35,0.9,7.2,37,0.8458,31,40,0.775,Aprovado,20240147,Flávia Santos,1ºD,1º Ano,F,2009-07-20,matematica,Adequado,7
20240148,P001,60,4.9,6.9,8,10,5,5.8,5.6,9,10,3,7.2,8.6,10,10,0,8.1,5.1,9,10,4,Matemática,5.9,0.8,5.7,0.9,7.9,1.0,6.6,0.9,6.52,12,0.95,36,40,0.9,Aprovado,20240148,Lucas Pereira,1ºD,1º Ano,M,2008-11-18,matematica,Básico,6
20240149,P001,60,5.8,8.1,6,10,10,5.8,6.7,7,10,7,7.6,5.8,7,10,7,7.1,5.4,7,10,12,Matemática,6.95,0.6,6.25,0.7,6.7,0.7,6.25,0.7,6.54,36,0.85,27,40,0.675,Aprovado,20240149,Tatiane Pereira,1ºD,1º Ano,F,2008-08-08,matematica,Básico,6
20240150,P001,60,6.2,7.4,5,10,19,5.1,7.5,7,10,13,6.9,7.6,2,10,9,7.2,8.6,6,10,18,Matemática,6.8,0.5,6.3,0.7,7.25,0.2,7.9,0.6,7.06,59,0.7542,20,40,0.5,Aprovado,20240150,Emanuel Barbosa,1ºD,1º Ano,M,2009-07-10,matematica,Adequado,7
20240151,P001,60,7.1,6.5,9,10,5,7.1,7.6,8,10,3,7.0,7.0,10,10,4,6.1,6.2,9,10,5,Matemática,6.8,0.9,7.35,0.8,7.0,1.0,6.15,0.9,6.82,17,0.9292,36,40,0.9,Aprovado,20240151,Vanessa Carvalho,1ºD,1º Ano,F,2009-01-06,matematica,Básico,6
20240152,P001,60,5.3,9.1,8,10,3,5.5,6.1,9,10,1,6.1,8.0,10,10,5,6.6,8.5,10,10,5,Matemática,7.2,0.8,5.8,0.9,7.05,1.0,7.55,1.0,6.9,14,0.9417,37,40,0.925,Aprovado,20240152,Gabriela Cardoso,1ºD,1º Ano,F,2008-08-07,matematica,Básico,6
20240153,P001,60,6.2,7.3,8,10,4,6.0,9.5,8,10,9,5.5,7.3,7,10,7,7.7,7.5,7,10,4,Matemática,6.75,0.8,7.75,0.8,6.4,0.7,7.6,0.7,7.12,24,0.9,30,40,0.75,Aprovado,20240153,Helena Ribeiro,1ºD,1º Ano,F,2007-06-28,matematica,Adequado,7
20240154,P001,60,6.7,6.8,7,10,8,7.0,6.8,9,10,11,8.1,9.6,5,10,10,6.3,5.3,9,10,4,Matemática,6.75,0.7,6.9,0.9,8.85,0.5,5.8,0.9,7.08,33,0.8625,30,40,0.75,Aprovado,20240154,Kaio Nunes,1ºD,1º Ano,M,2009-06-13,matematica,Adequado,7
20240155,P001,60,6.9,10.0,10,10,3,6.0,8.9,9,10,1,9.0,6.3,8,10,1,7.7,8.9,9,10,4,Matemática,8.45,1.0,7.45,0.9,7.65,0.8,8.3,0.9,7.96,9,0.9625,36,40,0.9,Aprovado,20240155,Tatiane Costa,1ºD,1º Ano,F,2008-09-18,matematica,Adequado,8
20240156,P001,60,6.5,6.7,4,10,18,6.3,5.8,4,10,13,6.2,5.5,6,10,10,7.0,6.0,7,10,14,Matemática,6.6,0.4,6.05,0.4,5.85,0.6,6.5,0.7,6.25,55,0.7708,21,40,0.525,Aprovado,20240156,Elisa Costa,1ºD,1º Ano,F,2007-08-04,matematica,Básico,6
